year,state,homes_sold,population
2024,Indiana,110,"6,924,275 "
2020,Maine,2642,"1,364,571 "
2022,Oregon,3635,"4,247,372 "
2023,Kentucky,26,"4,550,595 "
2020,Mississippi,1703,"2,958,536 "
2022,Oregon,104,"4,247,372 "
2024,Tennessee,5969,"7,227,750 "
2024,South Dakota,7,"924,669 "
2020,Alaska,37,"733,017 "
2021,Delaware,585,"1,005,062 "
2022,Oklahoma,30,"4,026,229 "
2021,Oregon,364,"4,254,280 "
2024,Florida,24666,"23,372,215 "
2022,Maine,123,"1,390,922 "
2021,West Virginia,1113,"1,785,618 "
2020,Wyoming,28,"577,681 "
2021,Columbia,385,"669,256 "
2022,Idaho,34,"1,944,299 "
2021,Missouri,120,"6,171,374 "
2021,Oklahoma,5072,"3,992,238 "
2024,New Mexico,540,"2,130,256 "
2022,New Jersey,10133,"9,295,227 "
2023,Arizona,653,"7,473,027 "
2022,Iowa,62,"3,202,820 "
2022,Colorado,85,"5,850,935 "
2024,Utah,548,"3,503,613 "
2024,Washington,6964,"7,958,180 "
2023,Ohio,13173,"11,824,034 "
2020,Columbia,596,"670,917 "
2024,Connecticut,3956,"3,675,069 "
2021,Nebraska,95,"1,964,537 "
2024,Michigan,6149,"10,140,459 "
2022,Columbia,268,"676,725 "
2021,North Carolina,66,"10,564,320 "
2022,Oregon,265,"4,247,372 "
2024,Vermont,455,"648,493 "
2021,New York,12131,"19,848,276 "
2023,Vermont,42,"648,708 "
2020,Oregon,291,"4,243,779 "
2024,Louisiana,101,"4,597,740 "
2021,Connecticut,372,"3,606,607 "
2024,Louisiana,127,"4,597,740 "
2022,Utah,440,"3,391,011 "
2023,Tennessee,5810,"7,148,304 "
2024,Kansas,2797,"2,970,606 "
2024,Connecticut,2986,"3,675,069 "
2022,Hawaii,567,"1,440,359 "
2021,North Dakota,9,"777,966 "
2021,Colorado,1516,"5,814,036 "
2022,Oklahoma,3343,"4,026,229 "
2023,New York,1374,"19,737,367 "
2023,Missouri,7173,"6,208,038 "
2023,Florida,2522,"22,904,868 "
2020,Missouri,8699,"6,154,744 "
2024,Maryland,3730,"6,263,220 "
2020,Mississippi,1868,"2,958,536 "
2024,Alaska,375,"740,133 "
2024,Alabama,145,"5,157,699 "
2023,Kansas,2967,"2,951,500 "
2024,Hawaii,4,"1,446,146 "
2022,Hawaii,583,"1,440,359 "
2024,Oregon,72,"4,272,371 "
2023,Washington,687,"7,857,320 "
2022,Georgia,13967,"10,931,805 "
2024,Minnesota,787,"5,793,151 "
2022,Pennsylvania,12202,"12,984,990 "
2024,Massachusetts,419,"7,136,171 "
2020,Oregon,3883,"4,243,779 "
2024,Colorado,70,"5,957,493 "
2024,Illinois,9648,"12,710,158 "
2022,Massachusetts,552,"7,022,468 "
2024,Texas,22689,"31,290,831 "
2020,Columbia,349,"670,917 "
2023,Utah,2531,"3,443,222 "
2023,Connecticut,241,"3,643,023 "
2021,Illinois,522,"12,700,641 "
2021,Massachusetts,802,"7,000,474 "
2023,Vermont,366,"648,708 "
2021,Virginia,14334,"8,658,910 "
2024,Connecticut,267,"3,675,069 "
2020,Georgia,41,"10,732,888 "
2024,Arkansas,57,"3,088,354 "
2020,Ohio,54,"11,798,905 "
2024,Minnesota,5530,"5,793,151 "
2022,Wyoming,35,"581,978 "
2023,North Dakota,20,"789,047 "
2021,Delaware,689,"1,005,062 "
2022,Minnesota,109,"5,721,621 "
2022,Columbia,389,"676,725 "
2022,Illinois,11068,"12,621,821 "
2021,New York,385,"19,848,276 "
2023,Montana,41,"1,131,302 "
2024,Georgia,11744,"11,180,878 "
2023,Idaho,7,"1,971,122 "
2020,Massachusetts,596,"6,994,598 "
2021,Georgia,938,"10,792,060 "
2021,New Mexico,2,"2,117,333 "
2022,Columbia,757,"676,725 "
2020,Tennessee,388,"6,927,904 "
2021,Florida,36028,"21,831,949 "
2022,Pennsylvania,9293,"12,984,990 "
2022,Maryland,34,"6,192,440 "
2020,Michigan,14255,"10,072,703 "
2023,Indiana,100,"6,880,131 "
2020,Hawaii,606,"1,451,252 "
2023,Montana,1053,"1,131,302 "
2024,Tennessee,6715,"7,227,750 "
2022,New Hampshire,95,"1,396,678 "
2024,Arizona,332,"7,582,384 "
2022,Michigan,8765,"10,050,877 "
2020,Alaska,491,"733,017 "
2020,Alabama,12,"5,033,094 "
2023,New Jersey,5855,"9,379,642 "
2023,Iowa,339,"3,218,414 "
2024,Rhode Island,698,"1,112,308 "
2020,Florida,359,"21,592,035 "
2021,Arizona,10544,"7,274,078 "
2020,Wyoming,45,"577,681 "
2023,Massachusetts,415,"7,066,568 "
2024,Indiana,6575,"6,924,275 "
2024,North Dakota,28,"796,568 "
2024,Florida,24050,"23,372,215 "
2024,Wyoming,9,"587,618 "
2022,Tennessee,253,"7,062,217 "
2021,Kentucky,3577,"4,507,583 "
2022,Maine,81,"1,390,922 "
2022,South Carolina,882,"5,287,935 "
2022,Colorado,671,"5,850,935 "
2023,Oklahoma,23,"4,063,882 "
2023,Ohio,805,"11,824,034 "
2022,Pennsylvania,3381,"12,984,990 "
2024,Washington,7738,"7,958,180 "
2023,Hawaii,786,"1,441,387 "
2021,Ohio,15633,"11,767,344 "
2020,Mississippi,1706,"2,958,536 "
2020,Columbia,239,"670,917 "
2021,Georgia,1286,"10,792,060 "
2020,Nebraska,32,"1,963,387 "
2023,Washington,507,"7,857,320 "
2022,Vermont,23,"648,142 "
2023,Florida,22161,"22,904,868 "
2022,Michigan,207,"10,050,877 "
2020,Virginia,69,"8,637,615 "
2024,New Hampshire,6,"1,409,032 "
2024,Hawaii,4,"1,446,146 "
2022,Vermont,26,"648,142 "
2023,Nevada,210,"3,214,363 "
2022,Columbia,279,"676,725 "
2024,Alabama,203,"5,157,699 "
2022,Idaho,1744,"1,944,299 "
2023,Wyoming,4,"585,067 "
2023,Iowa,36,"3,218,414 "
2023,Florida,4343,"22,904,868 "
2023,Oregon,194,"4,253,653 "
2024,West Virginia,974,"1,769,979 "
2022,Florida,2596,"22,379,312 "
2022,North Carolina,44,"10,710,793 "
2024,Tennessee,7459,"7,227,750 "
2020,New York,1118,"20,105,171 "
2021,Nebraska,52,"1,964,537 "
2020,Utah,45,"3,284,077 "
2021,Virginia,6599,"8,658,910 "
2022,West Virginia,82,"1,774,122 "
2024,Nebraska,1904,"2,005,465 "
2021,Oregon,456,"4,254,280 "
2020,Minnesota,9442,"5,710,735 "
2022,Rhode Island,1430,"1,099,498 "
2022,Georgia,886,"10,931,805 "
2024,Indiana,109,"6,924,275 "
2023,Virginia,801,"8,734,685 "
2024,Nebraska,1466,"2,005,465 "
2023,Kentucky,3835,"4,550,595 "
2021,Maryland,40,"6,179,403 "
2021,Hawaii,5,"1,447,029 "
2024,Alaska,44,"740,133 "
2022,Georgia,9643,"10,931,805 "
2021,New Mexico,4,"2,117,333 "
2022,Ohio,450,"11,777,874 "
2022,California,27679,"39,142,414 "
2022,Missouri,155,"6,179,414 "
2021,North Carolina,828,"10,564,320 "
2024,Texas,341,"31,290,831 "
2022,South Dakota,17,"909,723 "
2021,Michigan,9343,"10,041,351 "
2024,Nevada,306,"3,267,467 "
2020,Tennessee,386,"6,927,904 "
2023,Oregon,2695,"4,253,653 "
2020,Indiana,108,"6,790,497 "
2023,New York,10402,"19,737,367 "
2023,Vermont,415,"648,708 "
2021,Arkansas,49,"3,026,870 "
2021,Colorado,1336,"5,814,036 "
2022,Missouri,5774,"6,179,414 "
2022,Massachusetts,979,"7,022,468 "
2023,Colorado,6766,"5,901,339 "
2021,Pennsylvania,11700,"13,015,571 "
2023,California,611,"39,198,693 "
2021,Columbia,178,"669,256 "
2023,Minnesota,90,"5,753,048 "
2020,Columbia,14,"670,917 "
2021,New Hampshire,126,"1,387,677 "
2021,North Carolina,52,"10,564,320 "
2022,Vermont,469,"648,142 "
2022,Oklahoma,91,"4,026,229 "
2023,South Carolina,342,"5,387,830 "
2022,Washington,77,"7,794,123 "
2023,Oklahoma,7,"4,063,882 "
2022,South Dakota,6,"909,723 "
2024,Kansas,103,"2,970,606 "
2022,South Dakota,5,"909,723 "
2022,New Mexico,993,"2,113,868 "
2023,Alabama,115,"5,117,673 "
2020,Wisconsin,3372,"5,897,375 "
2023,Wyoming,32,"585,067 "
2022,Maine,2,"1,390,922 "
2023,Kansas,113,"2,951,500 "
2022,Georgia,1150,"10,931,805 "
2022,Maine,150,"1,390,922 "
2021,Mississippi,28,"2,947,209 "
2022,Ohio,12114,"11,777,874 "
2022,Kentucky,53,"4,519,233 "
2020,New York,13616,"20,105,171 "
2020,Pennsylvania,11498,"12,996,143 "
2023,New Mexico,4,"2,121,164 "
2021,Arkansas,52,"3,026,870 "
2024,Oklahoma,54,"4,095,393 "
2022,South Carolina,15,"5,287,935 "
2021,Colorado,798,"5,814,036 "
2020,New Mexico,28,"2,118,606 "
2024,Texas,310,"31,290,831 "
2020,Alabama,7291,"5,033,094 "
2024,Rhode Island,996,"1,112,308 "
2020,Mississippi,17,"2,958,536 "
2024,Idaho,2344,"2,001,619 "
2024,West Virginia,935,"1,769,979 "
2021,Rhode Island,966,"1,097,246 "
2023,Maryland,23,"6,217,062 "
2022,Tennessee,376,"7,062,217 "
2023,Delaware,7,"1,036,423 "
2024,Montana,34,"1,137,233 "
2023,Iowa,34,"3,218,414 "
2020,Missouri,109,"6,154,744 "
2022,Tennessee,49,"7,062,217 "
2020,Iowa,1891,"3,191,141 "
2021,Iowa,3818,"3,198,613 "
2022,Delaware,37,"1,020,625 "
2024,New Jersey,7682,"9,500,851 "
2020,Wyoming,43,"577,681 "
2023,Washington,463,"7,857,320 "
2023,New Mexico,877,"2,121,164 "
2024,Georgia,69,"11,180,878 "
2021,Connecticut,3430,"3,606,607 "
2024,Nevada,442,"3,267,467 "
2024,Georgia,7969,"11,180,878 "
2022,California,35508,"39,142,414 "
2022,Kansas,3387,"2,937,324 "
2022,Oklahoma,5343,"4,026,229 "
2022,Minnesota,228,"5,721,621 "
2024,New York,1148,"19,867,248 "
2022,Georgia,11640,"10,931,805 "
2023,Alaska,777,"736,510 "
2021,Nebraska,2318,"1,964,537 "
2020,Missouri,126,"6,154,744 "
2022,Nebraska,1204,"1,972,246 "
2020,Minnesota,100,"5,710,735 "
2022,Wyoming,29,"581,978 "
2024,Utah,285,"3,503,613 "
2021,Utah,568,"3,339,738 "
2024,Louisiana,3796,"4,597,740 "
2023,South Dakota,4,"918,305 "
2022,North Carolina,9962,"10,710,793 "
2021,Wyoming,20,"579,636 "
2021,Minnesota,7363,"5,718,660 "
2022,Indiana,8914,"6,844,545 "
2022,Maine,81,"1,390,922 "
2022,Wyoming,24,"581,978 "
2023,South Carolina,5534,"5,387,830 "
2023,Maryland,1723,"6,217,062 "
2021,Montana,132,"1,106,522 "
2024,Maryland,5218,"6,263,220 "
2023,Missouri,555,"6,208,038 "
2023,Colorado,791,"5,901,339 "
2022,Texas,683,"30,113,488 "
2023,Arizona,685,"7,473,027 "
2024,West Virginia,1155,"1,769,979 "
2021,North Carolina,1617,"10,564,320 "
2021,Nevada,824,"3,148,141 "
2021,Nevada,430,"3,148,141 "
2021,Delaware,1078,"1,005,062 "
2021,Georgia,53,"10,792,060 "
2022,Hawaii,1198,"1,440,359 "
2022,California,1349,"39,142,414 "
2023,Washington,485,"7,857,320 "
2024,Minnesota,6433,"5,793,151 "
2021,Maryland,2226,"6,179,403 "
2023,Vermont,412,"648,708 "
2022,Arkansas,36,"3,047,704 "
2021,Florida,28970,"21,831,949 "
2024,Illinois,12144,"12,710,158 "
2021,Michigan,7499,"10,041,351 "
2022,Connecticut,330,"3,617,925 "
2023,Colorado,938,"5,901,339 "
2023,Massachusetts,521,"7,066,568 "
2021,Pennsylvania,575,"13,015,571 "
2024,Florida,5554,"23,372,215 "
2020,New Hampshire,167,"1,378,756 "
2023,Virginia,986,"8,734,685 "
2024,South Dakota,4,"924,669 "
2022,Maine,1894,"1,390,922 "
2020,Oklahoma,23,"3,965,415 "
2021,Michigan,13002,"10,041,351 "
2021,Illinois,1685,"12,700,641 "
2023,Indiana,6413,"6,880,131 "
2023,Kentucky,4093,"4,550,595 "
2020,South Dakota,1076,"887,948 "
2023,Hawaii,2,"1,441,387 "
2023,Rhode Island,797,"1,103,429 "
2022,Kentucky,51,"4,519,233 "
2024,New York,7779,"19,867,248 "
2024,Rhode Island,121,"1,112,308 "
2022,Arkansas,52,"3,047,704 "
2023,Montana,46,"1,131,302 "
2020,Arkansas,2464,"3,014,546 "
2023,Oklahoma,55,"4,063,882 "
2022,Maryland,2448,"6,192,440 "
2020,Massachusetts,1410,"6,994,598 "
2024,Pennsylvania,8404,"13,078,751 "
2021,Nebraska,29,"1,964,537 "
2023,Alabama,7,"5,117,673 "
2024,Wyoming,628,"587,618 "
2020,Vermont,45,"642,977 "
2021,Rhode Island,1333,"1,097,246 "
2024,Maine,894,"1,405,012 "
2021,Nevada,453,"3,148,141 "
2024,California,17381,"39,431,263 "
2024,New Mexico,3,"2,130,256 "
2020,Vermont,121,"642,977 "
2022,Indiana,250,"6,844,545 "
2021,Florida,8615,"21,831,949 "
2023,Arizona,9788,"7,473,027 "
2020,Michigan,614,"10,072,703 "
2023,Indiana,5698,"6,880,131 "
2023,Kentucky,233,"4,550,595 "
2023,Montana,21,"1,131,302 "
2020,Colorado,9226,"5,787,129 "
2023,West Virginia,55,"1,770,495 "
2023,Utah,514,"3,443,222 "
2022,Indiana,319,"6,844,545 "
2022,Kansas,89,"2,937,324 "
2023,Nebraska,26,"1,987,864 "
2020,Minnesota,200,"5,710,735 "
2020,Alaska,48,"733,017 "
2021,Iowa,30,"3,198,613 "
2020,Rhode Island,1591,"1,096,530 "
2023,West Virginia,14,"1,770,495 "
2023,North Dakota,26,"789,047 "
2024,Texas,24009,"31,290,831 "
2023,Alabama,146,"5,117,673 "
2022,Pennsylvania,442,"12,984,990 "
2022,Wyoming,25,"581,978 "
2020,Tennessee,36,"6,927,904 "
2024,Alaska,412,"740,133 "
2024,Missouri,137,"6,245,466 "
2020,Rhode Island,257,"1,096,530 "
2021,Ohio,10994,"11,767,344 "
2023,Illinois,1176,"12,642,259 "
2023,Illinois,2676,"12,642,259 "
2021,Alabama,154,"5,049,196 "
2022,Alaska,109,"734,442 "
2021,Alabama,425,"5,049,196 "
2023,South Dakota,5,"918,305 "
2024,Oregon,2571,"4,272,371 "
2020,New Jersey,9980,"9,272,794 "
2021,South Dakota,966,"896,492 "
2020,Arizona,95,"7,187,135 "
2024,Arkansas,29,"3,088,354 "
2020,South Carolina,564,"5,132,249 "
2020,Louisiana,11,"4,652,301 "
2022,Nebraska,1824,"1,972,246 "
2023,Tennessee,6432,"7,148,304 "
2022,South Carolina,6017,"5,287,935 "
2020,New Hampshire,38,"1,378,756 "
2021,Oklahoma,42,"3,992,238 "
2021,Maine,2095,"1,378,931 "
2024,Washington,580,"7,958,180 "
2021,Texas,32114,"29,570,351 "
2023,North Dakota,23,"789,047 "
2021,Maine,2358,"1,378,931 "
2022,Nebraska,107,"1,972,246 "
2022,Kentucky,4846,"4,519,233 "
2023,Columbia,11,"687,324 "
2020,Virginia,13303,"8,637,615 "
2021,Oklahoma,29,"3,992,238 "
2021,North Carolina,1046,"10,564,320 "
2023,Oklahoma,17,"4,063,882 "
2024,Oregon,3970,"4,272,371 "
2022,Mississippi,69,"2,941,939 "
2021,Illinois,16810,"12,700,641 "
2024,Massachusetts,579,"7,136,171 "
2022,Kentucky,79,"4,519,233 "
2022,Tennessee,9329,"7,062,217 "
2023,Virginia,11007,"8,734,685 "
2022,Utah,515,"3,391,011 "
2024,Texas,21890,"31,290,831 "
2024,Idaho,1630,"2,001,619 "
2023,Indiana,71,"6,880,131 "
2021,Nebraska,42,"1,964,537 "
2022,Alabama,4498,"5,076,181 "
2024,Arkansas,37,"3,088,354 "
2020,Michigan,14121,"10,072,703 "
2021,Kentucky,55,"4,507,583 "
2020,Massachusetts,611,"6,994,598 "
2022,Massachusetts,595,"7,022,468 "
2021,Illinois,3687,"12,700,641 "
2020,Maine,1750,"1,364,571 "
2023,Columbia,658,"687,324 "
2022,Florida,36804,"22,379,312 "
2024,Virginia,58,"8,811,195 "
2023,North Dakota,9,"789,047 "
2024,Maine,1299,"1,405,012 "
2022,Oklahoma,24,"4,026,229 "
2020,Nebraska,118,"1,963,387 "
2024,Louisiana,118,"4,597,740 "
2023,Maine,1,"1,399,646 "
2024,Kansas,86,"2,970,606 "
2022,Maine,175,"1,390,922 "
2024,Maine,128,"1,405,012 "
2021,Nevada,399,"3,148,141 "
2023,Virginia,1144,"8,734,685 "
2020,New Mexico,32,"2,118,606 "
2023,New Mexico,823,"2,121,164 "
2020,New Jersey,5620,"9,272,794 "
2024,Maryland,41,"6,263,220 "
2024,California,3560,"39,431,263 "
2020,Illinois,12305,"12,799,088 "
2023,North Carolina,40,"10,881,189 "
2024,Wyoming,14,"587,618 "
2021,Indiana,159,"6,815,907 "
2022,Oklahoma,5001,"4,026,229 "
2023,Alabama,5076,"5,117,673 "
2021,Oregon,309,"4,254,280 "
2024,Maine,61,"1,405,012 "
2021,Louisiana,5284,"4,627,971 "
2021,Nevada,5531,"3,148,141 "
2021,Maryland,48,"6,179,403 "
2021,California,2044,"39,142,565 "
2024,Wyoming,9,"587,618 "
2024,Maine,1148,"1,405,012 "
2022,Louisiana,124,"4,593,687 "
2021,Texas,1490,"29,570,351 "
2020,Alabama,431,"5,033,094 "
2022,New York,1363,"19,703,747 "
2023,Montana,653,"1,131,302 "
2020,Kansas,29,"2,938,172 "
2024,Indiana,118,"6,924,275 "
2022,North Carolina,83,"10,710,793 "
2021,Oregon,239,"4,254,280 "
2023,Delaware,176,"1,036,423 "
2022,Louisiana,38,"4,593,687 "
2023,Oklahoma,79,"4,063,882 "
2022,Pennsylvania,334,"12,984,990 "
2023,Vermont,643,"648,708 "
2022,Wisconsin,6159,"5,903,975 "
2020,Oklahoma,37,"3,965,415 "
2023,Texas,28124,"30,727,890 "
2023,Nebraska,112,"1,987,864 "
2023,New Mexico,1022,"2,121,164 "
2020,Montana,1120,"1,087,230 "
2024,Virginia,8390,"8,811,195 "
2020,New Jersey,11035,"9,272,794 "
2022,Alaska,94,"734,442 "
2024,Nevada,3928,"3,267,467 "
2020,Rhode Island,1607,"1,096,530 "
2021,North Carolina,69,"10,564,320 "
2024,Alabama,3065,"5,157,699 "
2022,Hawaii,1314,"1,440,359 "
2024,Colorado,4861,"5,957,493 "
2020,Illinois,8749,"12,799,088 "
2021,Washington,9529,"7,743,760 "
2020,South Carolina,29,"5,132,249 "
2021,Ohio,37,"11,767,344 "
2021,Idaho,91,"1,904,848 "
2023,Alabama,145,"5,117,673 "
2023,Georgia,896,"11,064,432 "
2022,Oklahoma,29,"4,026,229 "
2024,Alabama,23,"5,157,699 "
2020,Alabama,92,"5,033,094 "
2022,Wisconsin,442,"5,903,975 "
2023,Alaska,720,"736,510 "
2023,Mississippi,9,"2,943,172 "
2024,Colorado,651,"5,957,493 "
2022,Mississippi,39,"2,941,939 "
2023,Wyoming,1,"585,067 "
2024,Delaware,700,"1,051,917 "
2023,Florida,2207,"22,904,868 "
2023,New York,7479,"19,737,367 "
2021,Washington,993,"7,743,760 "
2024,Arkansas,57,"3,088,354 "
2022,Arizona,6543,"7,377,566 "
2020,Idaho,2605,"1,849,415 "
2024,Tennessee,495,"7,227,750 "
2022,Washington,630,"7,794,123 "
2024,Minnesota,5897,"5,793,151 "
2022,Illinois,3459,"12,621,821 "
2021,Michigan,182,"10,041,351 "
2020,Florida,32456,"21,592,035 "
2021,Nevada,63,"3,148,141 "
2022,Alabama,313,"5,076,181 "
2023,Colorado,610,"5,901,339 "
2021,North Carolina,16826,"10,564,320 "
2024,Massachusetts,6458,"7,136,171 "
2022,Hawaii,6,"1,440,359 "
2021,Maine,199,"1,378,931 "
2024,New Mexico,815,"2,130,256 "
2024,Massachusetts,3737,"7,136,171 "
2022,Michigan,12527,"10,050,877 "
2024,Nevada,30,"3,267,467 "
2022,Arkansas,39,"3,047,704 "
2023,New Mexico,7,"2,121,164 "
2022,New York,2118,"19,703,747 "
2022,Minnesota,3878,"5,721,621 "
2022,Missouri,8782,"6,179,414 "
2020,North Carolina,37,"10,449,652 "
2022,Vermont,777,"648,142 "
2021,Vermont,41,"647,210 "
2023,Minnesota,3319,"5,753,048 "
2022,Illinois,1504,"12,621,821 "
2023,Kentucky,64,"4,550,595 "
2024,Kansas,2203,"2,970,606 "
2021,Kentucky,4921,"4,507,583 "
2023,Wyoming,16,"585,067 "
2021,Vermont,581,"647,210 "
2024,Oregon,4576,"4,272,371 "
2020,Maine,92,"1,364,571 "
2020,Arizona,8193,"7,187,135 "
2021,Washington,835,"7,743,760 "
2021,Georgia,73,"10,792,060 "
2021,South Dakota,59,"896,492 "
2023,Kentucky,3193,"4,550,595 "
2022,Arkansas,84,"3,047,704 "
2020,Ohio,23,"11,798,905 "
2024,Florida,19865,"23,372,215 "
2024,Georgia,50,"11,180,878 "
2021,New Jersey,713,"9,270,541 "
2022,Florida,7768,"22,379,312 "
2024,California,613,"39,431,263 "
2022,Rhode Island,1093,"1,099,498 "
2022,Minnesota,5408,"5,721,621 "
2021,Florida,48840,"21,831,949 "
2022,Wyoming,453,"581,978 "
2022,Colorado,820,"5,850,935 "
2024,Tennessee,339,"7,227,750 "
2020,Arkansas,3385,"3,014,546 "
2024,Missouri,266,"6,245,466 "
2022,Oregon,126,"4,247,372 "
2023,Vermont,735,"648,708 "
2023,Washington,3520,"7,857,320 "
2020,Arkansas,3922,"3,014,546 "
2023,Nevada,266,"3,214,363 "
2020,New Hampshire,162,"1,378,756 "
2021,Georgia,15819,"10,792,060 "
2022,Louisiana,37,"4,593,687 "
2021,Nevada,43,"3,148,141 "
2020,Georgia,58,"10,732,888 "
2024,Kansas,3037,"2,970,606 "
2020,Tennessee,53,"6,927,904 "
2024,North Carolina,12393,"11,046,024 "
2022,Nevada,5462,"3,176,116 "
2020,Indiana,62,"6,790,497 "
2024,Texas,655,"31,290,831 "
2024,Kentucky,38,"4,588,372 "
2022,Connecticut,875,"3,617,925 "
2020,North Carolina,14412,"10,449,652 "
2024,Kentucky,199,"4,588,372 "
2023,Oklahoma,86,"4,063,882 "
2022,South Carolina,6245,"5,287,935 "
2024,Nebraska,71,"2,005,465 "
2023,Hawaii,9,"1,441,387 "
2020,West Virginia,126,"1,791,646 "
2021,Idaho,47,"1,904,848 "
2023,California,1990,"39,198,693 "
2023,Wisconsin,300,"5,930,405 "
2023,Ohio,7163,"11,824,034 "
2023,Alabama,5375,"5,117,673 "
2021,Minnesota,3370,"5,718,660 "
2024,Vermont,441,"648,493 "
2023,Texas,466,"30,727,890 "
2022,Texas,24686,"30,113,488 "
2020,Montana,1577,"1,087,230 "
2022,Hawaii,617,"1,440,359 "
2024,New Hampshire,1835,"1,409,032 "
2024,Washington,434,"7,958,180 "
2024,Oregon,47,"4,272,371 "
2020,Kentucky,34,"4,508,318 "
2024,Massachusetts,496,"7,136,171 "
2022,Virginia,1381,"8,683,414 "
2021,Texas,33106,"29,570,351 "
2022,Kentucky,3456,"4,519,233 "
2021,Tennessee,68,"6,965,740 "
2021,Arkansas,35,"3,026,870 "
2021,Hawaii,724,"1,447,029 "
2021,Washington,905,"7,743,760 "
2022,Wisconsin,7304,"5,903,975 "
2022,Wyoming,24,"581,978 "
2022,Michigan,11401,"10,050,877 "
2022,Florida,362,"22,379,312 "
2020,North Dakota,9,"779,563 "
2022,Wisconsin,73,"5,903,975 "
2020,Arizona,520,"7,187,135 "
2024,Tennessee,315,"7,227,750 "
2024,Kentucky,66,"4,588,372 "
2020,Iowa,249,"3,191,141 "
2022,South Carolina,541,"5,287,935 "
2022,Maine,2,"1,390,922 "
2022,Alaska,41,"734,442 "
2021,Kentucky,5623,"4,507,583 "
2020,New Hampshire,2559,"1,378,756 "
2021,Montana,1086,"1,106,522 "
2022,New York,1159,"19,703,747 "
2023,Mississippi,7,"2,943,172 "
2020,Nevada,5395,"3,116,967 "
2020,Oregon,462,"4,243,779 "
2020,South Dakota,726,"887,948 "
2024,Columbia,640,"702,250 "
2020,Pennsylvania,6944,"12,996,143 "
2020,Florida,2978,"21,592,035 "
2022,Delaware,280,"1,020,625 "
2020,Hawaii,521,"1,451,252 "
2023,Kentucky,2907,"4,550,595 "
2021,Ohio,493,"11,767,344 "
2022,Colorado,5576,"5,850,935 "
2021,New Jersey,689,"9,270,541 "
2022,Washington,483,"7,794,123 "
2022,Oregon,89,"4,247,372 "
2020,Missouri,57,"6,154,744 "
2023,Washington,6072,"7,857,320 "
2020,Louisiana,78,"4,652,301 "
2020,Nebraska,31,"1,963,387 "
2020,Connecticut,5991,"3,579,918 "
2024,New Mexico,847,"2,130,256 "
2022,Colorado,9794,"5,850,935 "
2020,Arizona,9306,"7,187,135 "
2021,North Dakota,27,"777,966 "
2024,Maine,67,"1,405,012 "
2021,Utah,4511,"3,339,738 "
2022,Maine,1319,"1,390,922 "
2020,Wisconsin,80,"5,897,375 "
2020,Columbia,389,"670,917 "
2021,Florida,13538,"21,831,949 "
2022,Hawaii,16,"1,440,359 "
2024,Mississippi,1363,"2,943,045 "
2021,Maine,215,"1,378,931 "
2021,Florida,8664,"21,831,949 "
2021,Indiana,147,"6,815,907 "
2020,Nevada,4103,"3,116,967 "
2021,Kentucky,256,"4,507,583 "
2022,Hawaii,3,"1,440,359 "
2024,Michigan,787,"10,140,459 "
2022,Wyoming,427,"581,978 "
2024,Columbia,16,"702,250 "
2024,Oregon,56,"4,272,371 "
2021,Nebraska,30,"1,964,537 "
2020,Arizona,1222,"7,187,135 "
2022,South Carolina,6044,"5,287,935 "
2021,Mississippi,46,"2,947,209 "
2020,Pennsylvania,6018,"12,996,143 "
2020,New Jersey,519,"9,272,794 "
2021,New York,15174,"19,848,276 "
2020,Illinois,2648,"12,799,088 "
2020,Delaware,711,"991,928 "
2021,Michigan,218,"10,041,351 "
2020,South Dakota,93,"887,948 "
2023,Virginia,1233,"8,734,685 "
2020,New York,1629,"20,105,171 "
2023,Virginia,42,"8,734,685 "
2021,Georgia,12873,"10,792,060 "
2023,Idaho,16,"1,971,122 "
2022,Montana,1097,"1,122,095 "
2023,Nevada,3136,"3,214,363 "
2024,Louisiana,2754,"4,597,740 "
2023,Vermont,29,"648,708 "
2024,South Carolina,25,"5,478,831 "
2021,Nebraska,113,"1,964,537 "
2023,Wyoming,7,"585,067 "
2020,Louisiana,4146,"4,652,301 "
2020,Hawaii,685,"1,451,252 "
2020,Michigan,16445,"10,072,703 "
2022,Pennsylvania,449,"12,984,990 "
2020,New York,178,"20,105,171 "
2020,West Virginia,1118,"1,791,646 "
2023,New York,217,"19,737,367 "
2022,Minnesota,308,"5,721,621 "
2021,Idaho,108,"1,904,848 "
2021,Wyoming,21,"579,636 "
2020,Louisiana,3078,"4,652,301 "
2023,Missouri,6554,"6,208,038 "
2021,Alabama,461,"5,049,196 "
2023,Rhode Island,132,"1,103,429 "
2024,Delaware,761,"1,051,917 "
2024,Montana,46,"1,137,233 "
2023,Colorado,924,"5,901,339 "
2020,Washington,10622,"7,727,209 "
2021,Maryland,4462,"6,179,403 "
2023,North Carolina,41,"10,881,189 "
2022,New York,13254,"19,703,747 "
2024,Columbia,185,"702,250 "
2023,Texas,33589,"30,727,890 "
2021,Montana,86,"1,106,522 "
2021,Missouri,80,"6,171,374 "
2023,Montana,33,"1,131,302 "
2022,Pennsylvania,3600,"12,984,990 "
2024,Ohio,693,"11,883,304 "
2020,Arkansas,24,"3,014,546 "
2024,Illinois,1983,"12,710,158 "
2021,Maryland,8578,"6,179,403 "
2022,Texas,33286,"30,113,488 "
2024,Arkansas,3725,"3,088,354 "
2024,Connecticut,1639,"3,675,069 "
